title,company,location,how old,link
Cientista de Dados,FGV - Fundação Getulio Vargas,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=940719a412903f9c&fccid=052d6b65ec8b5f04&vjs=3
Cloud Analyst,Promon Logicalis,"Barueri, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=165036ea344912aa&fccid=0ca596ca3fb8305d&vjs=3
Senior Data Engineer,BossaBox,Remoto,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=36b80b9e4de5c2a3&fccid=43080105d268f76c&vjs=3
(ESTÁGIO) DESENVOLVEDOR WEB / JAVASCRIPT - CÓD - 70387 - OEmprego,OEmprego,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=0462ba8b72a23f6b&fccid=919b31f0a22ef58e&vjs=3
Desenvolvedor(a) de Testes Automatizados (AQA),Monitora Soluções Tecnológicas,"São Carlos, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e7f589a0079a853f&fccid=405ad9d8e2b9763e&vjs=3
"Full-Stack Software Engineer (Experienced, Ruby)",Nuuvem,Remoto,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=240faceca9bbaf3a&fccid=d0c339cc3c5a3acd&vjs=3
Analista de Automação de Processos,Americas Health,"Goiânia, GO",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=3963a7866da0a3f7&fccid=4e758cd4a7f3a8f6&vjs=3
Data Scientist (Information Retrieval),Elo7 Tech,"São Paulo, SP",há 9 dias,https://br.indeed.com/rc/clk?jk=4053b1d49d46029d&fccid=7e9536755803a91d&vjs=3
Software Engineer (Remotely based in Brazil),AlphaSights,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=460012df5c3d89bc&fccid=915837b22fb3a5f0&vjs=3
Sr. Software Developer,"RigNet, Inc","Rio de Janeiro, RJ",há 10 dias,"https://br.indeed.com/company/RigNet,-Inc/jobs/Senior-Software-Developer-3a8625c6e8ac2046?fccid=947fa1ad7c5cae4c&vjs=3"
Desenvolvedor Python Sênior,Zoop,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=9470bb1eea3430f0&fccid=17db650bc29ccff0&vjs=3
Arquiteto de Integrações Sr,SYSMAP,"São Paulo, SP",há 26 dias,https://br.indeed.com/rc/clk?jk=ae69d719ff86872a&fccid=6681c12f3b45de16&vjs=3
Data Science Specialist - São Paulo,Procter & Gamble,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=283367924874e7b1&fccid=2da0dedf6df97194&vjs=3
Desenvolvedor(a) pleno Full-stack (remoto),GeekHunter,Brasil,há 9 dias,https://br.indeed.com/rc/clk?jk=090b5b5cbf6d46f3&fccid=9ba8dec3013c0c90&vjs=3
Analista de Qualidade,Ewave do Brasil,"Curitiba, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=c219187d9d101c5c&fccid=3e70db4eb9a109af&vjs=3
Estágio Tecnologia - PORTO ALEGRE - 1 VAGA,Não encontrada.,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a220111a355eacba&fccid=dd616958bd9ddc12&vjs=3
Engenheiro Sistemas SRE Pl.,PagSeguro PagBank,"Goiânia, GO",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1207ff501ff486f7&fccid=44e1ff5923cfbeec&vjs=3
Backend Developer (Chatbot),Serasa,"Blumenau, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=96943f8c45c748a4&fccid=75a3a5a15b202084&vjs=3
Analista de Operações Sr (Arrecadações) - TERCEIRO Page Interim,Page Personnel,"Barueri, SP",há 15 dias,https://br.indeed.com/rc/clk?jk=f4aa72976ff181c3&fccid=e5ea1ff710ce39ca&vjs=3
Cientista de Dados - remoto,HOLDEN Recruiting Talents,"São Paulo, SP",há 19 dias,https://br.indeed.com/rc/clk?jk=2a04ebcc77ab5d65&fccid=b1def06b42bdc2ee&vjs=3
Devops,Prowork Consultoria,"Curitiba, PR",há 3 dias,https://br.indeed.com/rc/clk?jk=c5df1469d728624a&fccid=ce1ea72f8e039a1d&vjs=3
Analista de SEO Jr,Mirum,"Curitiba, PR",há 27 dias,https://br.indeed.com/rc/clk?jk=93bfe7060978f0df&fccid=a27de566ae53de45&vjs=3
Desenvolvedor(a) Full Stack,FAIR,"São Paulo, SP",há 6 dias,https://br.indeed.com/rc/clk?jk=23fed49d8a5ba5a0&fccid=548d6c1ba8266b46&vjs=3
Especialista CRM,Integrity Consulting,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=3fe2f4c3634c306d&fccid=2281e4a9c6647a41&vjs=3
Desenvolvedor Backend,Bild Desenvolvimento Imobiliário,"Ribeirão Preto, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=6cd10bea793bc884&fccid=031362d948698b1a&vjs=3
Estágio – Tecnologia – Porto Alegre – RS - DV,Divulga Vagas,"Porto Alegre, RS",há 7 dias,https://br.indeed.com/rc/clk?jk=5c1f0488bbc1f172&fccid=1abbffd7f44ec1e9&vjs=3
Analista Pleno de Dados,TOTVS,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2393a19b47bff3d6&fccid=67d569b06da4f569&vjs=3
Engenheiro de Software,HAYS,"Campinas, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=b1fc0245de38c2c3&fccid=31670bef3ae6497b&vjs=3
Python Backend Sr,Prime IT Solutions,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a3b26b5e00473ad1&fccid=fb404488a9957e5f&vjs=3
Software Architect Drupal,Ci&T,Brasil,há 12 dias,https://br.indeed.com/rc/clk?jk=60af98cfe2ed3a84&fccid=289d7ce11c250f70&vjs=3
Estágio em Inteligência de Mercado e Negócios,General Electric,"Barueri, SP",há 10 dias,https://br.indeed.com/rc/clk?jk=ef5cffb0880f5ba1&fccid=c5c99ec01e2125aa&vjs=3
Desenvolvedor Web/ Mobile,Prowork Consultoria,"Campo Grande, MS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=465512813d6c26e5&fccid=ce1ea72f8e039a1d&vjs=3
Desenvolvedor Full Stack,Ernst & Young,"São Paulo, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=e8aacedd03a207e4&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor(a) Front-End,Casa Magalhães,"Fortaleza, CE",há 12 dias,https://br.indeed.com/rc/clk?jk=491eb4dd85c55718&fccid=dedd83d4ef899c7e&vjs=3
Developer,Take Blip,"Belo Horizonte, MG",há 26 dias,https://br.indeed.com/rc/clk?jk=310e7874a019f006&fccid=8974a2d5d24a38e1&vjs=3
Analista de BI,IQVIA,"São Paulo, SP",há 12 dias,https://br.indeed.com/rc/clk?jk=f858183fb4558254&fccid=6b7a1dfe07e7f037&vjs=3
Software Engineer (Integrações),Sami,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=220736448e1a0e55&fccid=cb04dcec7a7ab7a1&vjs=3
Engenheiro(a) de Qualidade de Software,tembici.,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f21bebdde645b777&fccid=90220ad0f8ca290d&vjs=3
Data Science Manager,Passei Direto,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=b5042103af91106b&fccid=03783be5f74c1fea&vjs=3
Market Insights Manager,Zenvia Mobile,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=67e650130872a902&fccid=715a132a3d100cc5&vjs=3
Analista de Dados,Lojas Renner,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=b6c7d720a727fa8d&fccid=0421650f9c724b35&vjs=3
DEV .Net Pl,Mazzatech,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=8f572e689cf869e0&fccid=7d320c75db933aec&vjs=3
Data Scientist,Grupo Fleury,"São Paulo, SP",há 19 dias,https://br.indeed.com/rc/clk?jk=82a7125a97ae6881&fccid=b8498852bc036962&vjs=3
On-site Engineer,Canonical,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=95eb14e76ea47614&fccid=3911cf63fc0692f4&vjs=3
Technical Support Engineer / Brazil,Delphix,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=0cbce76bb85d6e58&fccid=ee8610e30dfa5c06&vjs=3
Software Developer,IBM,"Hortolândia, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e0a2c5e566763f1c&fccid=de71a49b535e21cb&vjs=3
Engenheiro de Dados / Desenvolvedor Python ( remoto),HOLDEN Recruiting Talents,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=9980409c9d6fc295&fccid=b1def06b42bdc2ee&vjs=3
Business Intelligence (São Paulo),Shopee,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f0257c5fe423ef83&fccid=0b476c4a7add47fe&vjs=3
Desenvolvedor(a) Full Stack,Balko Tech,"São Paulo, SP",há 24 dias,https://br.indeed.com/rc/clk?jk=3ce8df2ac9bc7cc4&fccid=f81bce996731aaf2&vjs=3
Arquiteto Recife - Consultor,Accenture,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=73dcf88baae5b7d4&fccid=a4e4e2eaf26690c9&vjs=3
Analista de Sistemas Júnior,Kyros Tecnologia,"Uberlândia, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=99a1831ee4572e14&fccid=6814b1e205d39b69&vjs=3
Desenvolvedor Python,Spassu Tecnologia,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=03eb7f9ff2f840e3&fccid=5cd582a81e007ae1&vjs=3
Analista De Sistemas Junior - DV,Divulga Vagas,"Colombo, PR",Hoje,https://br.indeed.com/rc/clk?jk=e9bd3e960af535f9&fccid=1abbffd7f44ec1e9&vjs=3
Cientista de Dados Sênior,Prodap,"Belo Horizonte, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=272bc0b4528d440a&fccid=84769ee627754717&vjs=3
Desenvolvedor Back-End (Curitiba),Celero,"Curitiba, PR",há 4 dias,https://br.indeed.com/rc/clk?jk=8058f04c83a2e981&fccid=d19802f25506b939&vjs=3
DESENVOLVEDOR (A) DE SOFTWARE - MACHINE LEARNING,Eldorado,"Campinas, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=3b54e0a04f3b2f2b&fccid=70cf64a0b596b733&vjs=3
Desenvolvedor RPA,Prime Control,"Barueri, SP",há 10 dias,https://br.indeed.com/rc/clk?jk=68cd203721fd8120&fccid=26dabeb3b5e63829&vjs=3
Desenvolvedor Back-end,Adtail,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=13b76d055282790a&fccid=13c32ba62f451e56&vjs=3
Beleaf - Analista de Business Intelligence,Rise Ventures,"São Paulo, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=c5614c6d3c1ab327&fccid=315ea8b4271ef935&vjs=3
Associate - Data Engineer,Captalys,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=d9d0b97cb5a64a78&fccid=c1afee86ff1cad81&vjs=3
Analista de Analytics | REALIZE,REALIZE CFI,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=538d42d72200da76&fccid=e4bcb81ca9203d45&vjs=3
Analista de Sistemas JAVA,Grupo Nexxees,"Florianópolis, SC",há 10 dias,https://br.indeed.com/rc/clk?jk=ebf4413ba9acd1a9&fccid=db5f841247aaf759&vjs=3
Senior Production Software Support & Development,amdocs,"São Carlos, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e7939d588e691091&fccid=3b6bf500a6749588&vjs=3
Desenvolvedor Java e PL/SQL Jr,Job Boards,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=66f3489ae5a96848&fccid=56879fb77e76baab&vjs=3
Analista de Sistemas Sênior,OEmprego,"Colombo, PR",há 1 dia,https://br.indeed.com/rc/clk?jk=309c5e2f955e7228&fccid=919b31f0a22ef58e&vjs=3
Estágio em testes (Analista de QA) e Suporte,Neoprospecta,"Florianópolis, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f7faf50ccd1e1cf6&fccid=2de99084204d5353&vjs=3
Analista de Planejamento Pl - São Paulo,JBS,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5bf9635105e356b2&fccid=b8ee0337c9362d13&vjs=3
Desenvolvedor full stack,CAVOK AVIAÇÃO,"Pinhais, PR",há 4 dias,https://br.indeed.com/rc/clk?jk=2d86ffb6194205fc&fccid=ea666f11ce6a4f11&vjs=3
Data Engineer,Samsung Electronics,"Campinas, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=03973534b6f2aa7b&fccid=da3c7fed78dd1607&vjs=3
[CALINA] Estágio em Engenharia de Dados,Calina Marketing Digital,"São Carlos, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1ecd964b3b909a52&fccid=147727de66310bb8&vjs=3
Finance Reporting Sr. Analyst,Citi,"São Paulo, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=825132617bd37cbb&fccid=5bcd1ef0a7f4fb99&vjs=3
Data Science e Machine Learning,Smarkio Brasil,"Itajubá, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=75fda511b733a3d0&fccid=1f38e323c0943782&vjs=3
Data Scientist,Chama,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=06c1b9fe281f09fc&fccid=a5fec0e4e669d3e5&vjs=3
Technology Consultant - Solution architect - Machine learning,DXC,"São Paulo, SP",há 11 dias,https://br.indeed.com/rc/clk?jk=08caa87aede48f93&fccid=feaabf8e6a699d3c&vjs=3
Desenvolvedor Python (Pleno),Digital Business,"Porto Alegre, RS",há 12 dias,https://br.indeed.com/rc/clk?jk=38e3d9853a9e73f8&fccid=80a6dc5e9fe8f355&vjs=3
Sustentação de APIS - Analytical Deep Diver,Sensedia,"Campinas, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a0de90fc033e2bbf&fccid=91ee227b9247049b&vjs=3
SRE | Site Reliability Engineer,inGaia,"Campinas, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1f475d57c441be53&fccid=a11aa6f8ba4f7cd8&vjs=3
Especialista Big Data,Conquest One,"Barueri, SP",há 18 dias,https://br.indeed.com/rc/clk?jk=0579f683d0a86130&fccid=feb8ee460433af19&vjs=3
Cientista de Dados - Bari Service,Banco Bari e Grupo,"Curitiba, PR",há 27 dias,https://br.indeed.com/rc/clk?jk=eefd50336f7e7f5a&fccid=2022686fd8d4e41c&vjs=3
Arquiteto de Software,Grupo Nexxees,"Florianópolis, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ffd3df5d4293b114&fccid=db5f841247aaf759&vjs=3
Data Analyst,Bemol Digital,"Manaus, AM",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=34bd8de0b9a27567&fccid=4e50a5299dcb0b8e&vjs=3
Remote DevOps Engineer (Intermediate+),Scopic Software,Exterior,há 4 dias,https://br.indeed.com/rc/clk?jk=6b6a423d0726e307&fccid=0c213b537d8bfffd&vjs=3
Software engineer,G4 Global Partners,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e4ff4167d9037d10&fccid=ec4a86e373c2ceb4&vjs=3
Pessoa Desenvolvedora Java,DBSP,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e8506005e3c17408&fccid=9b760abd59ac98fc&vjs=3
Data Engineer - Collections Insight Solution,McKinsey & Company,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=cf8c26890d4e90e5&fccid=6576e7250aa78c3c&vjs=3
Engenheiro de TI Sr - Suporte Aplicação de Dados,Itaú Unibanco,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4af08a1c9416a614&fccid=df3b23afae2f3514&vjs=3
[BH] Engenheiro de Dados,RADIX Engenharia e Software,"Belo Horizonte, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=26e7f1be03c67919&fccid=833e800ebc6f3f29&vjs=3
Analista de Planejamento de Risco de Crédito Sênior,ViaVarejo,"São Caetano do Sul, SP",há 5 dias,https://br.indeed.com/rc/clk?jk=cc7338ee32a19922&fccid=7d163c3b66f5e287&vjs=3
PESSOA DESENVOLVEDORA FRONT END - Remoto,Don Advice,Remoto,há 13 dias,https://br.indeed.com/rc/clk?jk=39401a6a74f9bce3&fccid=3cf7caf5298acbac&vjs=3
Cientista de Dados Pleno,Porto Seguro,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=700822d5c4e95856&fccid=99c5c9f8e164b83b&vjs=3
Engenharia de Dados | Pleno/Sênior,Compasso UOL,Brasil,há 13 dias,https://br.indeed.com/rc/clk?jk=724f2ff485a44ca6&fccid=6621f80bf2653f52&vjs=3
Backend Developer (Golang/Python),Serasa,"Blumenau, SC",há 13 dias,https://br.indeed.com/rc/clk?jk=d6068b57c1ab26fe&fccid=75a3a5a15b202084&vjs=3
Fitopatologista (Modelagem ou Epidemiologia),Agrosmart,"Campinas, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=dcf7d739711f9e3e&fccid=45f6ad477bf3e19e&vjs=3
Software engineer II,Cadence Design Systems,"Belo Horizonte, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2394de7ef4c42f16&fccid=391006290e845887&vjs=3
Analista de Novos Negócios,Iguá Saneamento,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=b28b0963053ad9ce&fccid=c18603476828257c&vjs=3
Desenvolvedor de Software Processamento de Linguagem Natural SR - (Campinas e Recife),SiDi,"Recife, PE",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=96df8055a4b5f1c7&fccid=d944f1c7c41daa58&vjs=3
Engenheiro(a) de Dados Python pleno,GeekHunter,"Hortolândia, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ae33421622f1c5eb&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Operações,Conquest One,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f6533dfceb8da6a4&fccid=feb8ee460433af19&vjs=3
Engenheiro de Sistemas- VMWare,Conquest One,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=381a42d5deed7bae&fccid=feb8ee460433af19&vjs=3
Analista Desenvolvedor PYTHON Pleno/Sênior - RJ,3CON Consultoria e Sistemas,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=0b81327b0395ff2f&fccid=dbfde4c1dfc42c7f&vjs=3
ANALISTA DE PROJETOS SÊNIOR,Hypera Pharma,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=6717fd5ef6031604&fccid=b3144f22b919ef02&vjs=3
Especialista em Machine Learning - remoto,HOLDEN Recruiting Talents,"São Paulo, SP",há 19 dias,https://br.indeed.com/rc/clk?jk=98439a376fb33a73&fccid=b1def06b42bdc2ee&vjs=3
Data Engineer Senior,Escale,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=36615a31b5ee5618&fccid=ad4f07c33e8297c2&vjs=3
Machine Learning Developer PL,PhoneTrack,"Curitiba, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=46c5e42808e5fd99&fccid=093fcfa51dc376d1&vjs=3
AUDITOR PL,YDUQS,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2434e4809934e97c&fccid=f74c97044c3c272b&vjs=3
Developer,Prowork Consultoria,"Salvador, BA",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1b1418bf00d5944e&fccid=ce1ea72f8e039a1d&vjs=3
Programador Web,Canaltech,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f2255093c1fcb797&fccid=1fb5782c13325b29&vjs=3
Senior QA Engineer,Netskope,"São Paulo, SP",há 3 dias,https://br.indeed.com/rc/clk?jk=225b747cd2adf33f&fccid=720a8d2e70b4a8fe&vjs=3
Estágio em Desenvolvimento de Software em Processamento de Fala,SiDi,"Campinas, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e8990980be28bc34&fccid=d944f1c7c41daa58&vjs=3
DATA SCIENCE CONSULTANT SAO PAULO,managementsolutions,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=3b3c8e7823c33747&fccid=f3eca80b6759548b&vjs=3
Pessoa engenheira de dados | PL,ClickBus,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e98aaac07163bc37&fccid=67bec0a4ab484390&vjs=3
Engenheiro de Dados,OEmprego,"São Paulo, SP",há 1 dia,https://br.indeed.com/rc/clk?jk=aa14e7fcf0f31d69&fccid=919b31f0a22ef58e&vjs=3
Developer/Engineer,Dentsu Aegis Network,"Visconde do Rio Branco, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=76037276fea7fd68&fccid=9834e576343ebcc2&vjs=3
SAP iXp Intern - Product Support - Configure Price Quote (CPQ),SAP,"São Leopoldo, RS",há 2 dias,https://br.indeed.com/rc/clk?jk=f2750404c95bab77&fccid=156c7820d1988640&vjs=3
Analista Pleno de Infraestrutura (Linux),TOTVS,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4c53ef195ad2589d&fccid=67d569b06da4f569&vjs=3
Analista De Software - DV,Divulga Vagas,"Campinas, SP",Hoje,https://br.indeed.com/rc/clk?jk=fe47c4f93f309ab9&fccid=1abbffd7f44ec1e9&vjs=3
Engenheiro(a) de Dados III,PEBMED,"Rio de Janeiro, RJ",há 5 dias,https://br.indeed.com/rc/clk?jk=03a4f3a42e06e365&fccid=ec6d6e5d0bd8f28f&vjs=3
Pessoa Engenheira de Machine Learning,Lojas Renner,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4694960b6b46bd22&fccid=0421650f9c724b35&vjs=3
Analista de Business Intelligence (Técnico) Jr,Mirum,"Curitiba, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=dfa4f4095c7ee103&fccid=a27de566ae53de45&vjs=3
Analista de Inteligência de Mercado,Track,"Belo Horizonte, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=aec70c4e03434e70&fccid=6057ff4f1fd4430c&vjs=3
Desenvolvedor QA,Celero,"Curitiba, PR",há 4 dias,https://br.indeed.com/rc/clk?jk=9426246573d21b63&fccid=d19802f25506b939&vjs=3
Python Backend Sr,Prime IT,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=6e876142dc25cbc5&fccid=ac69883d0008c4f0&vjs=3
[COLLACT] Data Engineer Pleno,Collact,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=319c3a9428173184&fccid=fefc24bf600069d7&vjs=3
Analista de Testes Automatizado Sr,Prime Control,"Barueri, SP",há 10 dias,https://br.indeed.com/rc/clk?jk=3a0879405c09236c&fccid=26dabeb3b5e63829&vjs=3
Analista de Segurança da Informação Pleno,Real Protect Segurança da Informação,"São Paulo, SP",há 12 dias,https://br.indeed.com/rc/clk?jk=52f2291f1ecb0bdd&fccid=c720c21778a119ba&vjs=3
DevOps,PicPay & PageOutsourcing,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=dc3919242a186cbe&fccid=146ef66f88e26f55&vjs=3
Analista de Sistemas Júnior,Icaro Tech,"Campinas, SP",há 3 dias,https://br.indeed.com/rc/clk?jk=d796b086b7dcaa55&fccid=bff4b84c722c1fe5&vjs=3
Gympass - Senior Backend Engineer,Page Outsourcing,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=3e4628db93dc28e7&fccid=fc1baebad91dc0fa&vjs=3
Desenvolvedor de Software II (Manaus),Prowork Consultoria,"Manaus, AM",há 27 dias,https://br.indeed.com/rc/clk?jk=9c96358cd8925e2e&fccid=ce1ea72f8e039a1d&vjs=3
Engenheiro de Software,NEUROTECH,"Recife, PE",há 26 dias,https://br.indeed.com/rc/clk?jk=bd5fd03a5a48986a&fccid=f331432af895fe1f&vjs=3
Marketing Science Partner,Facebook,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=466c7569051aae34&fccid=1639254ea84748b5&vjs=3
Desenvolvedor Python / Node.js (Pleno),Não encontrada.,"Rio de Janeiro, RJ",há 18 dias,https://br.indeed.com/rc/clk?jk=1d0934ae6f78bfbe&fccid=dd616958bd9ddc12&vjs=3
Pessoa Coordenadora de Data Science,ClickBus,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=872ea2ca273c1ec6&fccid=67bec0a4ab484390&vjs=3
Desenvolvedor Pleno,TAKING,"São Paulo, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=c5b7deac05c8b0da&fccid=54d424b6e8c4e1e7&vjs=3
Especialista de Web Analytics,Docket,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2640140426266b72&fccid=dc5ffd745ebc1909&vjs=3
Especialista Monitoração de Redes,Conquest One,"São Paulo, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=c557bc4e173c860a&fccid=feb8ee460433af19&vjs=3
Arquiteto de Soluções,Grão Direto,"Uberaba, MG",há 27 dias,https://br.indeed.com/rc/clk?jk=756970b8437a2b9f&fccid=ffafb893ab26783d&vjs=3
Data Analyst,Intelipost,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ea0cc92e862b33da&fccid=1cb1d80825ef7887&vjs=3
Gestor Cientsta de Dados,Indra,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4a25fffcefa7fa71&fccid=7ebf81831a412784&vjs=3
Analista de Telecom Sr,C&A,"Barueri, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=57b0d5c14484f81f&fccid=a4cd2f6890a2a328&vjs=3
Senior Site Reability Engineer | Traffic Squad,iFood,"Osasco, SP",há 12 dias,https://br.indeed.com/rc/clk?jk=793dd20500d11173&fccid=af54f068c8185195&vjs=3
Analista de Confiabilidade Pleno,People TI Gestão de Pessoas,"São José, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=7ae070a9a0a56ee7&fccid=20ee643cedc7f624&vjs=3
